mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_0_max,mfcc_1_max,mfcc_2_max,mfcc_3_max,mfcc_4_max,mfcc_5_max,mfcc_6_max,mfcc_7_max,mfcc_8_max,mfcc_9_max,mfcc_10_max,mfcc_11_max,mfcc_12_max,mfcc_0_min,mfcc_1_min,mfcc_2_min,mfcc_3_min,mfcc_4_min,mfcc_5_min,mfcc_6_min,mfcc_7_min,mfcc_8_min,mfcc_9_min,mfcc_10_min,mfcc_11_min,mfcc_12_min,mfcc_0_median,mfcc_1_median,mfcc_2_median,mfcc_3_median,mfcc_4_median,mfcc_5_median,mfcc_6_median,mfcc_7_median,mfcc_8_median,mfcc_9_median,mfcc_10_median,mfcc_11_median,mfcc_12_median,mfcc_0_skew,mfcc_1_skew,mfcc_2_skew,mfcc_3_skew,mfcc_4_skew,mfcc_5_skew,mfcc_6_skew,mfcc_7_skew,mfcc_8_skew,mfcc_9_skew,mfcc_10_skew,mfcc_11_skew,mfcc_12_skew,mfcc_0_kurt,mfcc_1_kurt,mfcc_2_kurt,mfcc_3_kurt,mfcc_4_kurt,mfcc_5_kurt,mfcc_6_kurt,mfcc_7_kurt,mfcc_8_kurt,mfcc_9_kurt,mfcc_10_kurt,mfcc_11_kurt,mfcc_12_kurt,label,arquivo_origem
-423.4097,-45.161522,-136.83073,34.36581,0.27604505,35.64327,-11.352387,-6.479598,-12.919716,-6.878737,-10.071133,-5.0997157,-5.3532987,84.4454,20.958883,46.6973,17.23266,15.54482,15.912901,12.022236,10.148734,10.975491,10.216588,11.972366,10.595471,9.843359,-331.99765,0.0,0.0,79.485596,47.014828,73.69791,19.06183,35.679417,17.638258,26.644352,18.73842,37.325134,29.15803,-673.13184,-101.23199,-196.71227,-0.026115358,-54.83822,-6.751038,-51.020973,-40.88571,-40.80301,-41.363506,-53.009636,-35.363327,-35.357212,-398.30237,-44.42842,-149.3427,35.992813,0.0,37.8161,-9.893535,-7.786786,-12.953093,-6.911089,-8.331721,-6.192731,-4.394942,-2.368144,0.38050494,2.188308,-0.35591912,-0.21905471,-0.73812115,-0.5387812,0.507711,-0.040008865,0.027020961,-0.6820705,0.4226865,-0.22046788,4.183987,0.060353518,3.851069,-0.30900192,0.049733162,0.25302768,-0.022118807,0.7589481,-0.51061296,0.0756681,0.2023561,0.2138784,0.2347827,1,AUG_1_XC273095 - sabiá-laranjeira - Turdus rufiventris.wav
-403.84607,-68.65873,-134.46043,45.48168,5.8957543,34.014526,-21.635963,-7.83428,-15.389932,-5.2575493,-10.137979,-2.3278742,-5.247826,41.606956,18.65509,22.959656,14.833383,16.198818,13.963244,12.376307,10.47113,9.827678,9.277839,10.151416,11.023881,10.546029,-329.8728,0.0,0.107281744,86.68128,56.109367,75.4373,17.148504,29.471458,17.473015,21.723276,16.411724,41.62121,23.525276,-669.5979,-122.16098,-182.35147,0.0,-47.97978,-10.923574,-61.150414,-44.93664,-45.808514,-34.40643,-43.6724,-29.869362,-45.226368,-398.75806,-66.13475,-136.99323,46.289837,5.7348404,34.6258,-21.12204,-8.49197,-16.336336,-4.585023,-9.739206,-3.4008136,-3.8773859,-4.021551,0.21600614,2.4315934,-0.35991585,-0.031251654,-0.2399078,-0.12812443,0.24077936,0.25107867,-0.2121618,-0.27359405,0.44431877,-0.64677966,20.585194,0.95513344,11.668754,0.21696949,-0.2055366,-0.15014124,-0.022150993,1.06389,-0.04681444,-0.16549063,-0.2462945,0.021205664,0.7554114,1,AUG_2_XC273095 - sabiá-laranjeira - Turdus rufiventris.wav
-296.85785,-22.795303,-62.30907,18.531004,18.4259,7.726145,-6.665569,-10.440398,2.0561728,3.325535,0.27667415,1.060934,-2.8768408,19.1424,10.645432,16.638113,11.288548,13.630786,9.044971,9.560638,8.146549,8.561963,7.742555,8.522053,7.8403654,7.3821616,-257.24277,1.850061,5.381777,56.42501,58.90504,32.08255,18.173037,22.731308,31.88016,26.424292,24.565853,29.03282,24.523596,-429.6611,-52.769753,-103.37804,-5.1152134,-19.644573,-17.07315,-40.407097,-35.788124,-25.53554,-22.507694,-30.829231,-23.116026,-27.528908,-295.87808,-21.055397,-61.975067,16.855999,19.110504,7.4086194,-4.7820683,-11.24489,0.9220844,3.6148403,1.289335,0.22126889,-3.491734,-1.5103515,-0.47731817,1.0896649,0.498317,-0.081534944,0.08329697,-0.73848516,0.48418212,0.5906578,-0.16786428,-0.5446761,0.4149397,0.40110695,5.230379,-0.4072008,3.2523293,-0.28835845,-0.31705618,-0.31654382,0.1690774,0.53453445,0.17346811,0.3590598,0.3134501,0.44017434,0.7075877,1,AUG_3_XC273095 - sabiá-laranjeira - Turdus rufiventris.wav
-455.22864,-7.819244,-165.61455,9.007737,-14.979153,1.4428909,17.430332,7.7740645,9.904936,-4.391672,-10.992604,-12.75792,-4.78386,39.069508,12.482,27.434465,14.357178,14.035301,14.073837,12.380298,10.940874,12.955122,11.28142,10.144112,10.638501,9.733788,-361.58405,50.99579,0.0,54.0235,32.961502,41.08532,52.78257,47.702335,51.500923,31.283718,16.62973,21.281841,30.938862,-684.2885,-39.16474,-228.4072,-37.210136,-54.392815,-45.053032,-26.255093,-24.649824,-22.730003,-49.0886,-46.197556,-59.52117,-34.94223,-451.76315,-7.740958,-167.00555,8.58329,-16.140345,1.0818874,18.856747,8.061781,8.124957,-4.4166555,-10.106,-12.799791,-4.171208,-2.93388,0.35829312,2.8699973,0.11238898,0.31410637,-0.020615838,-0.4160495,0.16086839,0.48845324,-0.06747047,-0.37961861,0.12294954,0.034265395,14.437119,0.7858672,14.864063,0.015106201,-0.21293902,-0.14510512,0.4292524,0.36049747,0.12633848,0.6376829,0.35086966,0.827739,0.796479,1,XC273101 - sabiá-laranjeira - Turdus rufiventris.wav
-455.22864,-7.819244,-165.61455,9.007737,-14.979153,1.4428909,17.430332,7.7740645,9.904936,-4.391672,-10.992604,-12.75792,-4.78386,39.069508,12.482,27.434465,14.357178,14.035301,14.073837,12.380298,10.940874,12.955122,11.28142,10.144112,10.638501,9.733788,-361.58405,50.99579,0.0,54.0235,32.961502,41.08532,52.78257,47.702335,51.500923,31.283718,16.62973,21.281841,30.938862,-684.2885,-39.16474,-228.4072,-37.210136,-54.392815,-45.053032,-26.255093,-24.649824,-22.730003,-49.0886,-46.197556,-59.52117,-34.94223,-451.76315,-7.740958,-167.00555,8.58329,-16.140345,1.0818874,18.856747,8.061781,8.124957,-4.4166555,-10.106,-12.799791,-4.171208,-2.93388,0.35829312,2.8699973,0.11238898,0.31410637,-0.020615838,-0.4160495,0.16086839,0.48845324,-0.06747047,-0.37961861,0.12294954,0.034265395,14.437119,0.7858672,14.864063,0.015106201,-0.21293902,-0.14510512,0.4292524,0.36049747,0.12633848,0.6376829,0.35086966,0.827739,0.796479,1,AUG_0_XC273101 - sabiá-laranjeira - Turdus rufiventris.wav
-340.36234,-11.698465,-42.390774,11.652882,9.63422,-4.499908,4.1560187,1.6577176,0.7795962,-2.274401,-4.4720244,-0.3060321,2.5377097,62.091232,7.321113,18.782804,12.169952,11.041965,10.601221,11.244183,9.521167,10.72133,8.949166,9.5766325,8.350874,8.208422,-267.3047,9.635355,7.138857,59.76378,50.48436,19.66932,44.37383,39.02212,38.21653,41.865067,25.558517,27.95074,32.66281,-688.90643,-36.4742,-99.325165,-20.370016,-16.680182,-39.605606,-38.81636,-31.18288,-27.627346,-40.31576,-36.449078,-29.530836,-30.27562,-330.47742,-11.511222,-42.313377,10.437019,7.5009804,-3.1118934,4.5766377,0.99865866,0.0,-1.398973,-3.4892569,-0.04375696,2.0552378,-4.9279585,-0.2223096,0.09576679,0.4336971,0.77757555,-0.6194814,-0.27923846,0.44696063,0.4614042,-0.1964703,-0.32426795,0.0021230557,0.061313204,24.749308,-0.223526,0.13978648,0.15200305,0.58478165,0.31987166,0.8888457,1.1649919,0.66086674,1.4776888,0.903193,0.56135607,1.4661078,1,AUG_1_XC273101 - sabiá-laranjeira - Turdus rufiventris.wav
-477.48544,-25.757862,-150.35074,20.369392,-13.62202,11.339786,15.877111,5.9249015,2.8830614,-11.508305,-11.9276085,-6.8719263,3.6697216,62.381813,14.82506,43.57793,15.550966,13.773024,14.136175,14.096227,10.6986265,12.241901,11.380258,11.3860445,9.954564,9.360789,-370.68817,33.9743,0.0,71.974106,34.54133,49.846733,58.720432,45.02571,49.434486,28.107048,21.256992,28.723833,35.618927,-689.1345,-64.23157,-215.73907,-22.269938,-55.33962,-31.457964,-37.294735,-27.516026,-28.813658,-62.67021,-60.52939,-48.484425,-29.961546,-463.96848,-26.1688,-158.67332,19.731335,-14.321575,10.552292,16.877197,4.458736,0.7297133,-10.523344,-11.27451,-6.4228754,3.5902076,-2.461297,0.2617501,2.5519824,0.24113366,0.21424861,0.079355426,-0.2584175,0.56773937,0.4996699,-0.43905494,-0.3804034,-0.07087502,-0.10552726,5.861208,-0.02172041,6.304597,-0.26192594,-0.23689914,-0.12073588,0.07269573,0.8271961,0.6106198,0.75518036,0.66652584,0.74728584,0.6538415,1,AUG_2_XC273101 - sabiá-laranjeira - Turdus rufiventris.wav
-455.22864,-7.819244,-165.61455,9.007737,-14.979153,1.4428909,17.430332,7.7740645,9.904936,-4.391672,-10.992604,-12.75792,-4.78386,39.069508,12.482,27.434465,14.357178,14.035301,14.073837,12.380298,10.940874,12.955122,11.28142,10.144112,10.638501,9.733788,-361.58405,50.99579,0.0,54.0235,32.961502,41.08532,52.78257,47.702335,51.500923,31.283718,16.62973,21.281841,30.938862,-684.2885,-39.16474,-228.4072,-37.210136,-54.392815,-45.053032,-26.255093,-24.649824,-22.730003,-49.0886,-46.197556,-59.52117,-34.94223,-451.76315,-7.740958,-167.00555,8.58329,-16.140345,1.0818874,18.856747,8.061781,8.124957,-4.4166555,-10.106,-12.799791,-4.171208,-2.93388,0.35829312,2.8699973,0.11238898,0.31410637,-0.020615838,-0.4160495,0.16086839,0.48845324,-0.06747047,-0.37961861,0.12294954,0.034265395,14.437119,0.7858672,14.864063,0.015106201,-0.21293902,-0.14510512,0.4292524,0.36049747,0.12633848,0.6376829,0.35086966,0.827739,0.796479,1,AUG_3_XC273101 - sabiá-laranjeira - Turdus rufiventris.wav
-222.43874,32.589626,-32.61686,19.538181,-19.895954,-15.673932,-10.413406,-9.397204,-5.9710793,-14.540762,1.8443229,-4.4754043,7.86262,40.967743,14.149054,14.951456,10.404992,12.354062,10.7918825,10.913393,9.440691,10.940254,9.984876,9.219467,9.733816,7.5513015,-142.00853,93.85593,16.731956,61.335567,16.820541,11.596797,25.087067,16.032028,31.10331,19.500687,38.492905,26.04287,30.41319,-597.5725,-16.445148,-74.072624,-22.134096,-78.1532,-60.199654,-42.110184,-37.915462,-44.50309,-50.43454,-22.896523,-32.27996,-16.35697,-221.35385,32.07852,-32.959225,19.244602,-21.11856,-13.581227,-9.000844,-10.572183,-6.6599245,-13.633617,2.0669909,-5.567585,7.950181,-5.535229,0.2521273,0.2542229,0.07122638,-0.2751248,-0.7090153,-0.35625818,0.16398165,0.15059437,-0.35298783,0.2815493,0.35369545,-0.121099025,47.198288,1.0636392,0.07100606,1.2590232,2.1606045,0.40514827,-0.1439848,-0.06769061,0.18076634,0.15920281,0.7612939,0.53023386,-0.20958877,1,XC284283 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-194.39992,17.662296,-23.505737,17.058022,-9.103936,-4.1565347,-16.583397,3.8985972,-11.3956175,1.0646956,-12.08647,7.37633,-5.07636,15.701056,8.456865,11.054482,8.3974905,9.810189,9.835611,9.098749,8.686641,9.572194,8.510258,9.300629,7.519665,8.876402,-134.10509,66.4209,4.6949925,50.611343,19.991783,21.77505,4.606345,32.13866,23.444208,32.250057,18.634686,30.978937,22.697449,-282.00174,-13.663626,-58.10985,-18.799892,-58.997074,-45.57081,-47.76544,-19.476269,-38.72546,-27.238724,-41.669334,-16.68779,-30.81329,-196.36826,16.753353,-22.498905,16.41425,-10.052985,-2.3356624,-14.991565,3.697414,-12.788874,1.9015608,-11.372038,7.058216,-5.2053156,0.34378394,1.1195079,-0.37587923,0.19816533,-0.2853943,-1.002481,-0.62109554,0.08020146,0.49797818,-0.15473482,-0.23931196,0.0838172,0.050221235,1.4116845,3.6330218,-0.22980332,1.4909363,2.2375946,1.4948163,-0.085707664,0.08205891,0.07581258,0.124843836,0.21518087,0.39725852,0.005212784,1,AUG_0_XC284283 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-183.10593,12.4280205,-14.750866,8.889471,-6.8359632,-13.8481045,-7.2318277,-4.9986343,-5.4975877,-7.2648044,-1.0585909,1.2678447,3.609983,17.308739,9.326371,12.133285,9.006976,10.202431,9.391853,9.053959,8.326397,9.377508,8.361934,8.135394,8.635306,6.6132283,-116.99775,63.374245,27.749138,44.21016,21.746677,12.625837,21.694065,23.500053,23.138786,21.176722,31.3229,30.847527,28.52386,-247.9173,-19.23965,-50.986526,-30.538328,-59.50688,-49.816597,-37.13553,-30.989052,-37.370476,-33.244247,-24.504831,-26.021523,-18.895065,-185.44997,11.941135,-13.832988,8.028506,-7.7218237,-11.756955,-5.674699,-5.981047,-5.5642323,-6.381468,-0.9584174,0.34111464,3.6367192,0.30783233,1.0008392,-0.15311268,0.100684986,-0.2629234,-0.8134055,-0.47839692,0.23453365,-0.031265438,-0.4018365,0.32242164,0.43990996,0.053729326,1.1504674,3.0768805,-0.116750956,1.5242496,2.364869,0.682883,0.09956789,0.015296698,0.2490809,0.23368812,0.9841094,0.73370624,0.29312277,1,AUG_1_XC284283 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-236.7549,14.579858,-18.82147,11.608743,-17.181423,-13.050026,-8.044202,-5.2465467,-8.281621,-4.5325513,2.0519264,2.8769116,1.7530066,88.951645,11.965608,13.836758,11.271204,11.652517,10.513589,10.078689,9.537863,9.8227825,9.963902,8.366676,9.067391,8.48984,-139.92184,69.78073,21.292877,54.36284,17.30228,11.23724,30.491505,27.135477,20.538555,27.996439,29.465572,33.397472,35.533092,-597.1899,-24.298918,-61.38286,-40.63224,-77.331184,-47.09642,-39.330784,-29.548923,-41.745308,-42.19157,-26.99119,-25.999266,-29.744522,-219.4002,13.914356,-18.296505,11.180143,-17.703247,-11.407669,-7.3731356,-6.859246,-7.3847284,-2.6579804,1.2632885,2.1272428,1.9650142,-3.5458448,0.6288213,-0.10496832,-0.04279768,-0.5060096,-0.57637334,-0.10607932,0.6536128,-0.34538835,-0.6196561,0.10352816,0.13167989,-0.095051646,11.585919,1.5892148,-0.2744887,1.2674203,1.9551549,-0.2750609,0.23775434,0.25517988,0.09568691,0.7152431,0.62036324,0.3333373,0.6601739,1,AUG_2_XC284283 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-222.43874,32.589626,-32.61686,19.538181,-19.895954,-15.673932,-10.413406,-9.397204,-5.9710793,-14.540762,1.8443229,-4.4754043,7.86262,40.967743,14.149054,14.951456,10.404992,12.354062,10.7918825,10.913393,9.440691,10.940254,9.984876,9.219467,9.733816,7.5513015,-142.00853,93.85593,16.731956,61.335567,16.820541,11.596797,25.087067,16.032028,31.10331,19.500687,38.492905,26.04287,30.41319,-597.5725,-16.445148,-74.072624,-22.134096,-78.1532,-60.199654,-42.110184,-37.915462,-44.50309,-50.43454,-22.896523,-32.27996,-16.35697,-221.35385,32.07852,-32.959225,19.244602,-21.11856,-13.581227,-9.000844,-10.572183,-6.6599245,-13.633617,2.0669909,-5.567585,7.950181,-5.535229,0.2521273,0.2542229,0.07122638,-0.2751248,-0.7090153,-0.35625818,0.16398165,0.15059437,-0.35298783,0.2815493,0.35369545,-0.121099025,47.198288,1.0636392,0.07100606,1.2590232,2.1606045,0.40514827,-0.1439848,-0.06769061,0.18076634,0.15920281,0.7612939,0.53023386,-0.20958877,1,AUG_3_XC284283 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-431.11496,53.51327,-21.756794,18.334265,18.380215,-3.9942882,0.30813307,11.387311,9.747093,-0.8536819,1.4225603,8.526289,4.5796757,18.179562,13.484804,13.576672,13.388014,11.104777,9.841494,8.797682,10.14593,8.460474,9.81111,7.660322,7.9504867,7.3211856,-333.00662,94.81845,17.824507,67.71859,52.814774,21.481073,26.249767,43.901363,32.824593,32.352016,30.248888,31.339233,25.631351,-471.93,4.7222614,-69.9312,-6.857312,-22.437132,-37.805923,-21.003199,-16.101488,-22.543121,-39.892,-25.511915,-17.962543,-19.566929,-434.13055,56.84761,-20.79648,15.306614,18.39537,-2.4099786,1.0675974,11.263954,8.933653,-0.72248375,1.7152307,8.958653,4.0032487,1.2682676,-1.2298284,-0.4642102,1.1963124,-0.3733026,-0.5197373,-0.11976529,0.040353663,0.004434549,-0.09861373,0.009373223,-0.2753271,0.016973065,2.755837,1.4364038,0.4509678,1.2722254,0.68859696,0.15057111,-0.5489588,0.25865412,0.573586,0.26997304,0.97246957,0.3611164,0.113051176,1,XC286413 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-436.4555,55.62913,-22.977299,17.206043,18.70624,-1.4551092,-2.7872736,10.951997,9.882776,2.0282722,-1.5266895,8.659845,4.894615,18.517265,13.007731,14.205732,13.411885,11.309401,9.885919,8.763162,10.382175,8.446245,9.914702,7.865562,7.7104893,7.5764475,-335.8224,80.4931,17.8346,68.17534,56.128593,26.107124,21.278101,41.556923,34.52649,33.854164,20.811426,35.668682,24.003033,-475.69055,9.490686,-73.457726,-8.354482,-19.497345,-33.722984,-25.1115,-19.73253,-17.047134,-40.511505,-31.398113,-17.295551,-16.409748,-439.27167,58.916565,-21.780056,14.505626,18.525942,0.073366165,-2.2720864,10.785578,8.741447,2.297948,-1.4708347,8.843891,4.6232905,1.2536817,-1.26059,-0.51944095,1.2138275,-0.22339466,-0.5100885,-0.033116896,-0.012285206,0.21963394,-0.1949937,-0.14751995,-0.12636584,-0.017926317,2.7141814,1.3902125,0.43854046,1.4325008,0.42794013,0.25899696,-0.5243261,0.38697457,0.15253472,0.7094648,0.43565536,0.52091193,-0.083589315,1,AUG_0_XC286413 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-223.97089,-3.7915432,-0.5238251,3.7273204,3.830974,0.3434804,1.0904679,3.015653,1.7935752,0.53578645,2.1548526,2.695945,0.9929675,5.2341294,3.6154432,4.248991,4.20141,4.0063314,4.2500825,3.9388175,4.112503,3.8281898,4.319327,3.9206681,4.2426467,3.9609158,-213.18242,6.659871,16.297623,14.960993,16.205557,13.145529,14.64496,16.68763,11.262201,14.067477,17.271109,16.02079,14.559904,-310.73276,-14.89361,-16.122526,-7.67996,-10.481585,-14.604179,-10.065735,-8.239465,-11.010659,-14.463232,-8.50044,-9.912841,-13.534382,-223.76419,-3.7302299,-0.6756269,3.5146003,3.8170118,0.24484849,0.8554997,2.7399888,2.0267682,0.75827014,2.2382126,2.6541321,0.9115318,-6.8080587,-0.07593909,0.12963563,0.22562948,0.09908574,0.0666397,0.26779148,0.19228627,-0.180296,-0.22563723,0.102956474,0.11453165,-0.05597338,105.554535,0.032250404,0.46825004,-0.38606334,-0.0657711,0.14699125,0.087491274,-0.21613836,-0.13766026,0.07427168,0.15273023,0.10558939,0.098063946,1,AUG_1_XC286413 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-435.76318,52.09111,-22.301851,18.257973,18.23904,-4.1822996,-0.18439768,11.176481,9.77089,-1.2048007,1.2396483,8.513237,4.423443,18.418205,13.762812,13.567408,13.683859,11.352967,10.139127,8.887602,10.399605,8.66806,9.91421,7.9289384,8.243902,7.567256,-337.73895,89.0245,18.971844,67.89816,54.579437,24.635578,25.49704,45.851105,34.341724,30.778698,31.384558,32.61542,24.767439,-471.27286,4.0188107,-69.254395,-7.4602995,-22.912281,-37.890358,-21.27626,-18.127815,-23.470245,-39.299866,-27.679346,-19.777288,-19.625,-438.46875,55.599136,-21.258446,15.092838,18.37725,-2.703435,0.57544434,11.529463,9.074139,-1.2128034,1.2949088,8.717489,4.01162,1.2805679,-1.214076,-0.5009236,1.1400324,-0.35294127,-0.43972427,-0.0484976,0.040601175,-0.025718171,-0.0703135,0.013008993,-0.24350365,0.041649718,2.8605442,1.3463578,0.42004514,1.0876608,0.6028118,0.1914792,-0.4105742,0.17387152,0.46749616,0.3770666,0.82579494,0.28148985,0.06970477,1,AUG_2_XC286413 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-434.98355,53.060604,-21.608757,18.30517,18.407072,-3.923581,0.29386204,11.320222,9.742696,-0.8261313,1.4137481,8.486373,4.5705023,30.138124,14.0358095,13.869164,13.435962,11.214152,9.907285,8.888085,10.2482395,8.548659,9.825084,7.700498,8.005071,7.3031373,-332.69644,88.72581,34.75035,68.931595,54.111637,25.569427,25.379066,44.80436,35.439045,31.646662,29.636501,32.007866,24.651478,-730.37036,0.0,-70.891174,-6.245022,-22.586527,-36.222702,-23.381859,-17.539295,-22.829672,-40.705223,-26.820652,-19.773003,-18.913578,-436.0384,56.653015,-20.475597,15.323921,18.118126,-2.5253296,0.9709965,11.103865,9.053857,-0.76847434,1.5871565,8.777024,4.249994,-5.5406356,-1.3367518,-0.37313715,1.187326,-0.36265266,-0.4741514,-0.10812752,0.033431377,0.05153397,-0.11631854,-0.031139085,-0.24494109,0.020187132,54.0753,1.767158,0.639117,1.2681718,0.6053541,0.17984271,-0.5013819,0.24307156,0.56773734,0.3342178,0.9462693,0.29692936,0.13702345,1,AUG_3_XC286413 - sabiá-laranjeira - Turdus rufiventris rufiventris.wav
-442.0704,-74.58159,-57.145054,-67.49929,-38.29813,-1.5115668,-8.653341,33.60286,-4.806972,15.695538,12.424876,-15.616351,8.419262,58.66181,17.85278,20.609673,14.011432,14.278204,7.250477,9.036297,9.351031,8.070182,8.087382,8.403744,7.328713,8.09797,-338.476,1.6581264,11.111584,0.25358027,24.87788,33.416656,19.40105,52.817017,30.637337,54.630154,42.032913,5.808632,33.07972,-730.504,-120.60623,-150.22513,-89.91593,-68.40615,-19.000305,-43.37673,-2.1970513,-27.785496,-0.5676619,-17.769924,-44.167633,-26.538246,-432.84552,-76.97104,-54.460846,-70.17621,-40.888702,-1.7930888,-7.30693,35.667816,-4.7243605,14.673515,12.032491,-15.007936,9.347132,-3.2432334,2.263868,-0.8544482,2.4534574,1.2814648,0.6899179,-1.0456015,-1.4859185,0.63221043,1.5776248,0.19392888,-0.72462547,-1.1001495,11.796213,7.4444733,2.9499297,7.9611816,1.9882417,1.6107926,1.7241197,2.6989336,2.4356818,4.198735,1.96984,1.9121552,2.8509035,1,XC288151 - sabiá-laranjeira - Turdus rufiventris.wav
-287.18298,-9.841873,-3.1257758,-3.562985,-4.255042,6.280926,-4.2695894,7.664377,-3.4264157,2.300011,0.89841914,-4.6772547,0.6619528,8.158977,4.780055,9.019248,4.9936495,7.222231,5.2069783,5.9041677,6.2839074,5.515564,6.113413,5.924501,5.7368894,5.3564625,-243.3218,2.5287554,11.881194,9.5313835,37.614075,32.628532,8.073425,27.090214,16.917778,30.58006,26.115005,9.805073,14.286112,-310.91467,-30.561089,-54.464764,-29.423271,-21.447548,-9.529835,-31.725859,-23.692104,-24.370502,-12.509544,-16.32805,-32.499725,-30.195528,-288.90424,-9.713769,-0.8379762,-3.0986226,-5.383497,5.5987186,-3.3547957,8.372834,-2.9418926,1.290884,0.18043968,-4.0354986,1.2725646,1.6487366,-0.657895,-2.4189796,-0.9172103,1.9852513,1.1120154,-1.4376419,-1.2630868,-0.1939287,1.442531,0.8269067,-1.382204,-1.197226,4.0480647,1.5419827,7.2921247,2.1291666,5.93851,2.4227571,3.4441524,3.379624,1.4057765,3.4857826,2.1395712,3.6934528,3.6802592,1,AUG_0_XC288151 - sabiá-laranjeira - Turdus rufiventris.wav
-443.34344,-73.63742,-56.070602,-66.587105,-37.780266,-1.1610079,-8.450008,33.673607,-4.8315797,15.54151,12.240001,-15.743922,8.269316,60.368862,18.238844,20.768213,14.470761,14.491718,7.2260785,9.0764,9.563306,8.171304,8.178543,8.455029,7.454045,8.162534,-346.7657,2.2084599,3.6148572,0.060998082,25.984194,33.08063,21.020924,52.21204,30.493752,54.48709,41.676464,6.1918783,32.351826,-727.2494,-119.527176,-150.58984,-90.24631,-69.43994,-18.812408,-43.059853,-0.5380395,-28.351942,-5.9978914,-17.969608,-45.2754,-27.015755,-433.5166,-76.00998,-53.219093,-69.486755,-40.45983,-1.4579651,-7.202385,35.59239,-4.7309985,14.533506,11.913929,-15.191849,9.303437,-3.1901646,2.2729938,-0.82992476,2.4571989,1.2827357,0.7161468,-1.0487391,-1.4996752,0.5434981,1.5056317,0.24611273,-0.685409,-1.1522472,11.163529,7.211795,2.9015799,7.736723,1.9121265,1.6463656,1.7651591,2.662496,2.2943525,4.0042486,1.9357486,1.865489,3.0748153,1,AUG_1_XC288151 - sabiá-laranjeira - Turdus rufiventris.wav
-441.7239,-74.33549,-56.9129,-67.28916,-38.133457,-1.4054335,-8.599817,33.6354,-4.824589,15.656734,12.380068,-15.678671,8.372596,58.16174,17.760899,20.555275,14.003254,14.261125,7.244915,9.015646,9.36172,8.058647,8.0810585,8.361405,7.3197107,8.091987,-338.3395,1.6992322,0.92444175,0.0686509,24.762772,31.516703,19.428806,52.89489,31.579147,54.1194,41.381226,5.6115894,33.159706,-729.1974,-119.64966,-149.3403,-89.87188,-68.615036,-18.910715,-43.21917,-2.092793,-27.299528,-0.53254235,-17.959278,-44.23226,-26.457264,-432.93127,-76.6357,-53.84588,-69.97528,-40.77289,-1.7692854,-7.3013325,35.66773,-4.668805,14.6403265,12.081,-15.083799,9.169599,-3.245152,2.2470846,-0.89571804,2.4375508,1.281995,0.6821114,-1.0503882,-1.4891298,0.6289547,1.5815082,0.22968139,-0.71454316,-1.0966003,11.883059,7.442706,2.9007092,7.8955536,2.001018,1.5745053,1.7116537,2.713008,2.4362397,4.185568,1.9437809,1.8964257,2.850069,1,AUG_2_XC288151 - sabiá-laranjeira - Turdus rufiventris.wav
-446.9599,-76.33417,-57.648037,-68.28941,-36.44427,-1.1728492,-6.4713964,33.99331,-5.655008,17.05029,9.704995,-15.415093,9.869583,58.922436,18.12969,20.806873,14.042002,14.364917,7.158326,9.341718,9.180991,8.616173,7.9817953,8.657728,7.2390547,8.44369,-342.5984,1.3621153,12.157579,0.27655065,27.146252,33.42136,20.758286,52.435257,31.46686,54.629,40.095985,4.014558,37.236595,-735.42114,-122.93641,-151.59827,-90.54933,-66.920456,-19.058125,-42.31359,-0.45257115,-28.412197,-0.325926,-22.411804,-44.791992,-24.755672,-437.95758,-78.69243,-54.546616,-70.86074,-39.16918,-1.3802986,-5.0328836,35.918365,-5.647148,16.155407,9.406391,-14.830059,10.621706,-3.2425473,2.2747078,-0.84149265,2.53192,1.2737174,0.617515,-1.1236306,-1.4824582,0.77799934,1.3725702,0.090397306,-0.7641749,-0.88404363,11.799003,7.5884132,3.012526,8.486854,2.0129685,1.4714451,1.8757834,2.7713246,2.63902,3.7229548,2.1757898,1.949369,2.4463496,1,AUG_3_XC288151 - sabiá-laranjeira - Turdus rufiventris.wav
